排名	学校名称	学校英文名	国家/地区
201-250	巴塞罗那自治大学	Universitat Autònoma de Barcelona	西班牙
201-250	蒙彼利埃大学	Université de Montpellier	法国
201-250	斯特拉斯堡大学	Université de Strasbourg	法国
201-250	巴黎第十一大学	Université Paris-Sud	法国
201-250	阿克伦大学	University of Akron	美国
201-250	阿姆斯特丹大学	University of Amsterdam	荷兰
201-250	阿威罗大学	University of Aveiro	葡萄牙
201-250	加州大学尔湾分校	University of California, Irvine	美国
201-250	中佛罗里达大学	University of Central Florida	美国
201-250	格拉斯哥大学	University of Glasgow	英国
201-250	里斯本大学	University of Lisbon	葡萄牙
201-250	渥太华大学	University of Ottawa	加拿大
201-250	波尔图大学	University of Porto	葡萄牙
201-250	斯凯莱德大学	University of Strathclyde	英国
201-250	华沙工业大学	Warsaw University of Technology	波兰
201-250	魏茨曼科学学院	Weizmann Institute of Science	以色列
201-250	西安大略大学	The University of Western Ontario	加拿大
251-300	巴伊兰大学	Bar-Ilan University	以色列
251-300	本古里安大学	Ben Gurion University of The Negev	以色列
251-300	布达佩斯经济技术大学	Budapest University of Technology and Economics	匈牙利
251-300	法国中央理工学院	CentraleSupélec	法国
251-300	布拉格查尔斯大学	Charles University in Prague	捷克
251-300	全北国立大学	Chonbuk National University	韩国
251-300	重庆大学	Chongqing University	中国
251-300	科廷大学	Curtin University	澳大利亚
251-300	东华大学	Donghua University	中国
251-300	巴黎高等师范学院	Ecole normale supérieure, Paris	法国
251-300	梨花女子大学	Ewha Womans University	韩国
251-300	格里菲斯大学	Griffith University	澳大利亚
251-300	仁荷大学	Inha University	韩国
251-300	墨西哥国立理工大学	Instituto Politécnico Nacional (IPN)	墨西哥
251-300	法赫德国王石油与矿产大学	King Fahd University of Petroleum & Minerals	沙特
251-300	庆北国立大学	Kyungpook National University	韩国
251-300	里海大学	Lehigh University	美国
251-300	林雪平大学	Linköping University	瑞典
251-300	吕勒奥工业大学	Lulea University	瑞典
251-300	南开大学	Nankai University	中国
251-300	高威大学	National University of Ireland, Galway	爱尔兰
251-300	俄罗斯国立科技大学	The National University of Science and Technology MISIS	俄国
251-300	西北工业大学	Northwestern Polytechnical University	中国
251-300	山东大学	Shandong University	中国
251-300	苏州大学	Soochow University	中国
251-300	布伦瑞克工业大学	Technische Universität Braunschweig	德国
251-300	格拉茨工业大学	Graz University of Technology	奥地利
251-300	汉堡工业大学	Technische Universität Hamburg-Harburg	德国
251-300	同济大学	Tongji University	中国
251-300	萨拉戈萨大学	Universidad de Zaragoza	西班牙
251-300	圣保罗州立大学	UNESP	巴西
251-300	新葡京大学	Universidade Nova de Lisboa	葡萄牙
251-300	米兰大学	University of Milan	意大利
251-300	比萨大学	University of Pisa	意大利
251-300	拜罗伊特大学	University of Bayreuth	德国
251-300	耶拿大学	Universität Jena	德国
251-300	布鲁塞尔自由大学（法语）	Universite libre de Bruxelles	比利时
251-300	亚利桑那大学	The University of Arizona	美国
251-300	卡尔加里大学	University of Calgary	加拿大
251-300	加州大学河滨分校	University of California, Riverside	美国
251-300	科英布拉大学	University of Coimbra	葡萄牙
251-300	肯塔基大学	University of Kentucky	美国
251-300	列日大学	Université de Liège	比利时
251-300	米尼奥大学	University of Minho	葡萄牙
251-300	南澳大学	University of South Australia	澳大利亚
251-300	萨里大学	University of Surrey	英国
251-300	圣路易斯华盛顿大学	Washington University in St. Louis	美国
251-300	明斯特大学	Westfälische Wilhelms-Universitat Münster	德国
1	苏黎世联邦理工学院	ETH Zurich - Swiss Federal Institute of Technology	瑞士
2	哈佛大学	Harvard University	美国
3	加州大学伯克利分校	University of California, Berkeley (UCB)	美国
3	牛津大学	University of Oxford	英国
5	麻省理工学院	Massachusetts Institute of Technology (MIT)	美国
6	剑桥大学	University of Cambridge	英国
7	加州理工学院	California Institute of Technology (Caltech)	美国
8	斯坦福大学	Stanford University	美国
9	哥伦比亚大学	Columbia University	美国
10	华盛顿大学	University of Washington	美国
11	加州大学洛杉矶分校	University of California, Los Angeles (UCLA)	美国
12	加州大学圣地亚哥分校	University of California, San Diego (UCSD)	美国
13	澳洲国立大学	The Australian National University	澳大利亚
14	多伦多大学	University of Toronto	加拿大
15	东京大学	The University of Tokyo	日本
16	普林斯顿大学	Princeton University	美国
17	乌得勒支大学	Utrecht University	荷兰
18	布里斯托大学	University of Bristol	英国
18	英属哥伦比亚大学	University of British Columbia	加拿大
18	利兹大学	University of Leeds	英国
21	耶鲁大学	Yale University	美国
22	爱丁堡大学	The University of Edinburgh	英国
22	德克萨斯大学奥斯汀分校	University of Texas at Austin	美国
24	杜伦大学	Durham University	英国
25	科罗拉多大学博尔德分校	University of Colorado Boulder	美国
26	帝国理工学院	Imperial College London	英国
27	香港大学	The University of Hong Kong	香港
28	亚利桑那大学	The University of Arizona	美国
29	加州大学戴维斯分校	University of California, Davis	美国
30	伦敦大学学院	UCL (University College London)	英国
31	南安普敦大学	University of Southampton	英国
32	宾州州立大学公园分校	Pennsylvania State University	美国
33	北京大学	Peking University	中国
34	代尔夫特理工大学	Delft University of Technology	荷兰
34	麦吉尔大学	McGill University	加拿大
36	墨尔本大学	The University of Melbourne	澳大利亚
37	卑尔根大学	University of Bergen	挪威
38	德州农工大学	Texas A&M University	美国
39	京都大学	Kyoto University	日本
40	加州大学圣塔芭芭拉分校	University of California, Santa Barbara (UCSB)	美国
41	俄勒冈州立大学	Oregon State University	美国
42	新南威尔士大学	The University of New South Wales (UNSW Australia)	澳大利亚
43	国立台湾大学	National Taiwan University (NTU)	台湾
43	西澳大学	The University of Western Australia	澳大利亚
43	芝加哥大学	University of Chicago	美国
43	哥本哈根大学	University of Copenhagen	丹麦
43	威斯康辛大学麦迪逊分校	University of Wisconsin-Madison	美国
48	科罗拉多州立大学	Colorado State University	美国
49	塔斯马尼亚大学	University of Tasmania	澳大利亚
50	不来梅大学	Universität Bremen	德国
51-100	亚利桑那州立大学	Arizona State University	美国
51-100	布朗大学	Brown University	美国
51-100	中国地质大学	China University of Geosciences	中国
51-100	科罗拉多矿业学院	Colorado School of Mines	美国
51-100	康奈尔大学	Cornell University	美国
51-100	科廷大学	Curtin University	澳大利亚
51-100	戴尔豪斯大学	Dalhousie University	加拿大
51-100	佐治亚理工学院	Georgia Institute of Technology	美国
51-100	北海道大学	Hokkaido University	日本
51-100	詹姆斯库克大学	James Cook University	澳大利亚
51-100	约翰霍普金斯大学	Johns Hopkins University	美国
51-100	慕尼黑大学	Ludwig-Maximilians-Universität München	德国
51-100	隆德大学	Lund University	瑞典
51-100	麦考瑞大学	Macquarie University	澳大利亚
51-100	莫纳什大学	Monash University	澳大利亚
51-100	名古屋大学	Nagoya University	日本
51-100	俄亥俄州立大学	The Ohio State University	美国
51-100	普渡大学西拉法叶分校	Purdue University	美国
51-100	首尔国立大学	Seoul National University	韩国
51-100	斯德哥尔摩大学	Stockholm University	瑞典
51-100	阿德雷德大学	The University of Adelaide	澳大利亚
51-100	曼彻斯特大学	The University of Manchester	英国
51-100	昆士兰大学	The University of Queensland	澳大利亚
51-100	悉尼大学	The University of Sydney	澳大利亚
51-100	东北大学（日本）	Tohoku University	日本
51-100	东京工业大学	Tokyo Institute of Technology	日本
51-100	清华大学	Tsinghua University	中国
51-100	智利大学	Universidad de Chile	智利
51-100	墨西哥国立自治大学	Universidad Nacional Autónoma de México  (UNAM)	墨西哥
